Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
0.0,0.497928143128748,0.524912778020061,0.552063814979389,0.622126291817409,0.622126291817409,0.998984455431702,0.79735957854854,0.809281456460444,0.303439931415517,0.781593693850735,0.0004420783162031,0.0004791343119422,0.468891069676153,0.0001500150015001,0.0,0.185622181956091,0.185622181956091,0.185622181956091,0.216791150609814,0.322805404258329,0.0177412768274423,0.0971419265532123,0.168562175190179,0.0220414681610657,0.847935058416923,0.689072429665465,0.68907147749094,0.217568191595832,5050000000.0,0.0004413182481764,0.263546790373841,0.380499981371782,0.0232916589963838,0.0202879148382943,0.630134176244161,0.0021648929864397,0.0564742872690994,0.943525712730901,0.0059988674676595,0.36978927850086,0.0053658477137564,0.0970654811340727,0.167694743986125,0.396713391736321,0.088455772113943,0.0009130289227273,0.00692264011579,0.0001306939524048,0.0003532844484488,0.0219354838709677,0.0200989968127139,0.393534745935189,0.009221661212923,0.887787510534405,0.63974471914807,0.674648831800937,0.309765444719331,0.0212906221012878,0.0297586503207989,0.0548790799910909,0.360678879271174,0.277036568526202,0.0055159207605481,0.88697436779268,0.738946965911455,0.32797178795236,0.0005120014561548,0.935222239296222,0.002217543464071,0.0560628350599995,0.0002750961501461,0.0002666045875841,0.594061183648363,0.0003421364589549,0.67150595537011,0.18123145948802,0.88697436779268,0.32797178795236,0.111336304345592,0.565220383858615,0.425778862922102,0.602878275949483,0.305577790675212,0.0125741334109754,0.0,0.791878032693532,0.0014000352326677,0.624121383937549,0.622125684143159,0.83980632938412,0.276349080954877,0.0266120061006952,0.564129789905089,1.0,0.0682743326468654
0.0,0.460488470725881,0.522732228521587,0.507147063547299,0.600239265483792,0.60020323152539,0.999005253932361,0.797344914459249,0.80926348922643,0.303370805526881,0.78150892170675,6950000000.0,679000000.0,0.470065339741493,0.0004170417041704,0.0,0.196873288104168,0.196873288104168,0.196873288104168,0.20762030821594,0.336598995543609,0.0274967103770589,0.100887549873789,0.166377946825337,0.0220614906453515,0.848002195246087,0.688882975788914,0.688882975788914,0.217536627269651,6550000000.0,0.0004265702083306,0.263608954783163,0.400860623672739,0.0033822047357106,0.0032739146112164,0.628403720496979,0.0058043571435085,0.114822988783747,0.885177011216253,0.006341302355462,0.373375860858051,0.0078769377010821,0.100908691191558,0.165477716612624,0.39638248017545,0.0974512743628186,0.0011362137705051,0.0055666326526255,0.0007213006876145,0.0004856715543986,0.0254838709677419,0.0632639572286768,0.40135908278872,0.0180967511417626,0.709488553095814,0.203166598068979,0.208781515312878,0.076276728187202,0.0032793234742215,0.0036154441568053,0.111719511106854,0.364620245453979,0.276927487669717,0.0006232367584915,0.918482937311413,0.729143499923788,0.3309996571036,0.0041645220619488,0.929221611066209,0.0021597720590276,0.0167752889847223,7760000000.0,8100000000.0,0.5938703210978,8500000000.0,0.671559129546717,0.111953554198618,0.918482937311413,0.3309996571036,0.112302092626924,0.627649013829699,0.455911477143735,0.654418175566588,0.312235400266836,0.0821367892227418,0.0,0.789050304500607,0.0024852511881605,0.6229355150669,0.600239234247919,0.83951756512134,0.278988875012815,0.0261877796502106,0.558452503806837,1.0,0.0327044314604073
0.0,0.409057670745381,0.459223724378543,0.45146956475186,0.594992721140403,0.595057582265527,0.998892942028801,0.797247661112343,0.809181204502537,0.303435822534025,0.781434675905146,9930000000.0,3550000000.0,0.459475101280793,0.0003830383038303,0.0,0.151026084025115,0.151026084025115,0.151026084025115,0.16119882764489,0.304838367404683,0.0921396917585492,0.0661998208614934,0.104315733976049,0.0220385129877733,0.848021088140363,0.689517874220169,0.689518278172997,0.217604272222257,5420000000.0,0.0003462919609807,0.264529765096238,0.363725271040572,0.0071076221291041,0.0066850741184822,0.630157463596389,0.0475692829589911,0.249387792121414,0.750612207878586,0.0055086577712016,0.396825645349969,0.0243766452179,0.0661569527903985,0.125013196591509,0.440238309912744,0.224887556221889,0.0007527416229596,0.0084075878352126,0.0004822683272951,0.0009562131538315,0.130161290322581,0.0842589192603146,0.372956287736596,0.011093045618683,0.779234194736899,0.628225675561504,0.657738433969343,0.0114919073415992,0.0066232075296544,0.0003556035617135,0.171383516535579,0.336850154199426,0.277241316788219,0.0016076756175032,0.65640247909568,0.739248200360248,0.354124818477604,0.0092549767596484,0.926302142711724,0.0020336032161422,0.0430440164862473,0.0001004683083735,0.000101144703041,0.593927047782798,518000000.0,0.671568383747487,0.127338787271633,0.65640247909568,0.354124818477604,0.146290695858197,0.631706816033229,0.458113972013479,0.534295018918485,0.308106850623745,0.0406940406142969,0.0,0.74646562804687,0.0189827688170028,0.623796137121577,0.59499272853327,0.825890306373665,0.309277554708851,0.0266627536613979,0.564461460823278,1.0,0.0130297303503366
0.0,0.412128893872179,0.476122982991714,0.460088869853847,0.603871488490754,0.603871488490754,0.99897578938976,0.79703129662506,0.808982002560201,0.302884507317314,0.781181482283043,0.0001577281776879,0.0,0.459772023854458,0.0006320632063206,0.0,0.165901141966205,0.165901141966205,0.165901141966205,0.182282310674104,0.315448822239513,0.0188756295657698,0.0965719403957332,0.1462679822249,0.0220599893541067,0.847939422840196,0.685477941982679,0.685477941982679,0.0,637000000.0,0.0003969743111105,0.263007514122977,0.371670206028091,0.0059257225406473,0.0015377666761906,0.629616032657087,0.0154597433863158,0.186353054992895,0.813646945007105,0.005372145438554,0.384709326903506,0.0077623817880471,0.0965199407233703,0.145230374783199,0.400502128149856,0.0719640179910045,0.0037758818337678,0.0016753694223732,5410000000.0,0.0001180136487323,0.0275806451612903,0.0122233156588282,0.392551050405916,0.0133109510443809,0.750341532597727,0.0671221607076739,0.231334928981174,0.0067875741592577,0.0016997336406497,0.0004922958205614,0.0728452235628992,0.338824743190982,0.0753970857587847,0.0112631504310863,0.365473397749043,0.731898679889226,0.331350603719607,0.0472017066660825,0.922942252330342,0.002072285038805,0.0413957625655088,0.0001237403101914,3380000000.0,0.593914325356399,1030000000.0,0.671546020781902,0.314347436107925,0.365473397749043,0.331350603719607,0.139056934295823,0.620436517922702,0.456180081938298,0.553643488993884,0.308935353065136,0.0484753518956957,0.0,0.75773515739283,0.0254419819867045,0.623254157983963,0.603867810646545,0.835287554424791,0.285991214954598,0.026569264136681,0.563819159278863,1.0,0.0187908098300113
0.0,0.520401696485156,0.577954644570432,0.568178167996145,0.607280300955621,0.607691088081408,0.999037260513931,0.797498472375415,0.8093975924948,0.303572140720007,0.781659939632128,0.000157612541194,4750000000.0,0.466146632780588,0.0007300730073007,0.187468367243648,0.215751548607307,0.215751548607307,0.215751548607307,0.237118275503451,0.326695904364434,0.0533599528109261,0.114241511277583,0.192136777886571,0.0221755097646274,0.848836952957776,0.689977861076698,0.689977861076698,0.217657890428988,7320000000.0,0.0004670711705466,0.265426486700702,0.387085056443501,0.0100186894892684,0.009397532336769,0.630772523664059,0.003936749377616,0.0889137467122169,0.911086253287783,0.0062228099844269,0.370619102045929,0.0053658477137564,0.11369225006921,0.191079104139959,0.397032245790926,0.179910044977511,0.001353311758798,0.00466917431271,0.0012748392550368,0.0006558835477626,0.0364516129032258,0.0506146908919995,0.40486420478958,0.0097212868204344,0.804820019999758,0.506960587830834,0.494875255274588,0.145478352259843,0.0099672831584384,0.0083037810174544,0.0926918573697728,0.354603251797023,0.276998066902797,0.0004878952837287,0.975683350721167,0.735128563037565,0.329680758633534,0.0,0.936285267169589,0.0023687363462749,0.0312784880720376,0.0001078937380346,0.0001167324973124,0.593947925079929,9250000000.0,0.671569351674135,0.131788079351155,0.975683350721167,0.329680758633534,0.110933233663468,0.636936609912364,0.457589069453738,0.605484689586513,0.313765530082928,0.0291338479010025,0.0,0.82136416301024,0.0050104275996028,0.623943021361209,0.607277525429661,0.841727561649954,0.277633887025002,0.0268329154975174,0.565349941444721,1.0,0.0430174730161407
0.0,0.536635304441086,0.589893153074575,0.580384388885915,0.617463497600138,0.617463497600138,0.999178690318413,0.797638611266475,0.80949706326862,0.303521142249719,0.781769132890441,0.0001727609218957,0.0,0.470709510748765,0.0002660266026602,0.220973782771536,0.193417892208504,0.193417892208504,0.193417892208504,0.237590999338187,0.333734172738205,0.0253943766353585,0.120999918573406,0.194546960909844,0.0221392417287663,0.848088130857974,0.689553624045488,0.689553624045488,0.21761087577662,7460000000.0,0.0004829172032066,0.264280330403836,0.387541447785105,0.0085172901176595,0.0070169572307473,0.630749236311831,0.0047091438003264,0.100462557063821,0.899537442936179,0.0052891368190891,0.372269802251484,0.0053658477137564,0.120987835263081,0.192609908754996,0.398221919742559,0.107946026986507,0.000908971016404,0.0069499652032089,974000000.0,0.0001641600113777,0.0267741935483871,0.0058487434455003,0.39618054770358,0.0046745655431139,0.786865779495872,0.380198249410426,0.447296153555021,0.245303800849361,0.0070431742256749,0.0132187455750847,0.0982105884996663,0.366401488774434,0.277287883037121,0.0041611381812397,0.918599895003368,0.73419221191382,0.330107451069195,0.0,0.945624472776822,0.0024529119662101,0.0243267679303709,0.0001714278724925,0.0001498990797208,0.593952002258856,0.0002613151799447,0.671595765614836,0.327226933079378,0.918599895003368,0.330107451069195,0.110933233663468,0.671430772891853,0.466406891607063,0.64945679811507,0.318597406244108,0.0341428721308646,0.0,0.827705658089993,0.000758633060984,0.623828141231656,0.6174586747893,0.842272019566582,0.278194019067326,0.0268252019475136,0.565315664056503,1.0,0.0377895319126672
0.0,0.577633695705163,0.650130832969908,0.640987204882488,0.613110595425129,0.613110595425129,0.999167597784729,0.797648156758561,0.809558646614192,0.303561022570086,0.781833834808284,0.0001141332194853,4940000000.0,0.467725187254137,0.0001690169016901,0.0019232715861929,0.201972103998989,0.201972103998989,0.201972103998989,0.278245249125461,0.324078658838509,0.053163331669616,0.146486442472111,0.221209610604805,0.02222729641104,0.848199453061298,0.689882066548805,0.689882066548805,0.217648924195878,0.0001610151183612,0.0005755478697167,0.265745079298475,0.379857307849931,0.043519989017195,0.0351446748356492,0.630674922261339,0.0124613574809181,0.170964718686701,0.829035281313299,0.0059309589086199,0.382010722841173,0.0053658477137564,0.14645724428811,0.220330291833195,0.403339661291252,0.167916041979011,0.0014446146510707,0.0043754296229564,9940000000.0,0.0003237810362657,0.0464516129032258,0.0139506190972783,0.401551299156509,0.0058742199067429,0.937856315219949,0.671966986862039,0.790773323699677,0.11679187199482,0.0355793273420797,0.0178056666704109,0.0344045739167087,0.344341854768597,0.27708250926694,0.0208377210425338,0.181211120939002,0.750169113130658,0.32833076941763,0.0182837908406007,0.948201309043081,0.0027650026024045,0.0160534121431304,0.0002587056614335,0.0002241458530108,0.594075870175033,0.0001039965241966,0.671597909074019,0.206316746809061,0.181211120939002,0.32833076941763,0.142968955644636,0.680141098113609,0.464843449541925,0.584936259043016,0.322751634791179,0.0066299306699739,0.0,0.846246652598847,0.0016040248158082,0.625023471044429,0.613105391832496,0.845537712233681,0.283816317644492,0.0268107109881636,0.565249940813676,1.0,0.0208286041353491
0.0,0.559937600545995,0.607283035324902,0.613416135767439,0.620742587814757,0.620742587814757,0.999195675760619,0.797861892777009,0.809714492839667,0.303875714552619,0.782002396637633,0.0002084925985127,0.0,0.474423559212568,0.0002520252025202,0.102237068529203,0.183051704521512,0.183051704521512,0.183051704521512,0.235132835397561,0.324326236117988,0.0105872922243901,0.10675026463643,0.18882277622957,0.0220909001506838,0.848033487337479,0.689486279338228,0.689486279338228,0.217603064335931,787000000.0,0.000485088234453,0.264145899868678,0.376047837263887,0.0108567523970284,0.0099365304739814,0.630655744441857,0.0021192970937178,0.0555068476584938,0.944493152341506,0.0054238694024416,0.371037368900182,0.0053658477137564,0.106779357402251,0.187338813060855,0.396752243700958,0.0659670164917541,0.0004666592271717,0.0135498277238629,19100000.0,953000000.0,0.017741935483871,0.0031696605613736,0.394416679857986,0.0043060288273922,0.781082408797326,0.257397717988563,0.246593714828909,0.0446615817987738,0.0109945646560056,0.0054543632221498,0.0430675529214792,0.368460425175037,0.276974860487935,0.0,0.705742588725897,0.733474058064449,0.327579883367348,0.0032724872761827,0.944980132651839,0.0026959664893034,0.0150615445847833,0.0001573294603667,0.0001708443953921,0.593966740482675,7880000000.0,0.671575847306879,0.335755819112898,0.705742588725897,0.327579883367348,0.111887937502973,0.645532592125852,0.460414938490591,0.616922066997521,0.314866134651188,0.0269225978168505,0.0,0.837050296938492,0.0002934356339092,0.624752373694339,0.620743111729537,0.842392897472119,0.276315872172247,0.0268033337630028,0.565215797161444,1.0,0.0694535416315842
0.0,0.507678057816994,0.5527147841256,0.556774987954387,0.609305409417835,0.609305409417835,0.999066956150983,0.797471634325202,0.809399024665627,0.303463376209915,0.781663729115386,0.0001537965368951,0.0,0.468684733650386,0.0004090409040904,0.0,0.194850617335974,0.194850617335974,0.194850617335974,0.223031105228326,0.328252104406876,0.019420118880167,0.104796026382216,0.17631995179634,0.0226096515864911,0.84829027071,0.689895137308183,0.689895137308183,0.217647132276604,6600000000.0,0.0004598593541077,0.264636221647201,0.385939421034984,0.0089697068027868,0.0051504266444745,0.631476623607896,0.0063040881277414,0.120718323910875,0.879281676089125,0.005123258623073,0.373947343110787,0.0057180462123427,0.104800755614181,0.175363848880175,0.400751316612698,0.0689655172413793,0.0005518752599596,0.0114722671710422,487000000.0,6960000000.0,0.0217741935483871,0.0115946712101406,0.396033558716447,0.020359341392921,0.783610043874726,0.217311331001592,0.363019046981023,0.0308680302231634,0.0052284698574062,0.0021469552254717,0.0759828338989624,0.353737117688922,0.27761568071017,0.01001198471652,0.590768720444388,0.734225581484962,0.329568070052885,0.0086703034156311,0.936936758673186,0.0023500339888533,0.0147224429329808,0.0002109113423989,0.0001279278442089,0.593965301585948,4890000000.0,0.671578090423659,0.483412902710971,0.590768720444388,0.329568070052885,0.11598182546138,0.647658630746516,0.460266463893927,0.616041832515595,0.315311582456192,0.03246227682599,0.0,0.806298140468626,0.0011436775656929,0.622993189907304,0.609302320327805,0.840850799289729,0.279351079483845,0.0271426325374836,0.566416022376814,1.0,0.0309613703563068
0.0,0.564910057037001,0.599215002180549,0.609668611810054,0.60997564104412,0.609990054627481,0.999096420693584,0.797601812702781,0.809496021689837,0.303628939964166,0.78176351884117,0.0001352946978701,6980000000.0,0.474218900715466,0.0002500250025002,0.0950501062860613,0.213560321941764,0.213560321941764,0.213560321941764,0.247140020799849,0.332602390889156,0.0368589016440552,0.118557120755639,0.199442645175868,0.022082729965699,0.848005947944265,0.689365237758556,0.689365237758556,0.217588573018393,7210000000.0,0.0004696913806715,0.263925216215586,0.383564323236839,0.0145210155350529,0.0116839075368659,0.630718072355173,0.0038628840314064,0.0877346796867914,0.912265320313209,0.005422256504643,0.37229552454466,0.0056065369991225,0.118251990815379,0.19809214991328,0.400250260241177,0.12743628185907,0.0006350623395858,0.0099651178180917,0.000145215502672,0.000215601858261,0.0285483870967742,0.0216324192529706,0.40172090183397,0.0146585327885839,0.820339167505065,0.362655860168559,0.433575691732056,0.0771246065664661,0.0117604745456717,0.0072020756555301,0.0564713384353913,0.363928069463328,0.277144008667212,0.0074788146618122,0.597727601471709,0.736023835795621,0.328300702903849,0.0086871886520826,0.949141567518932,0.0024408090704022,0.0305166018661417,0.0001365621849277,0.0001180555557724,0.593974855602223,6890000000.0,0.67155104201671,0.331020134671984,0.597727601471709,0.328300702903849,0.116010909281541,0.612141195080316,0.45050479702297,0.631976926615953,0.310475545145257,0.0201929953270444,0.0,0.833623099742513,0.0073466770072767,0.624859935624434,0.60997236855997,0.842527387439717,0.277580360597223,0.0268160325686528,0.565274281261913,1.0,0.043622805659498
